,ID,Latitude,Longitude,Elevation,State,Name,GSN_Flag,HCN_CRN_Flag,WMO_ID,Koppen
85257,US1TXFB0017,29.6176,-95.7268,24.4,TX,RICHMOND 3.4 NE,,,,Cfa
85258,US1TXFB0018,29.612,-95.7318,25.0,TX,RICHMOND 2.9 NE,,,,Cfa
85259,US1TXFB0020,29.6084,-95.5421,24.4,TX,STAFFORD 1.7 SE,,,,Cfa
85260,US1TXFB0022,29.5261,-95.7221,25.3,TX,RICHMOND 4.6 SE,,,,Cfa
85261,US1TXFB0024,29.74,-95.7498,33.5,TX,KATY 6.0 SE,,,,Cfa
85262,US1TXFB0025,29.6388,-95.6269,25.9,TX,SUGAR LAND 1.5 NNW,,,,Cfa
85263,US1TXFB0027,29.5828,-95.6294,21.3,TX,SUGAR LAND 2.6 SSW,,,,Cfa
85264,US1TXFB0028,29.4702,-95.4934,16.5,TX,MISSOURI CITY 7.5 SSE,,,,Cfa
85265,US1TXFB0030,29.7018,-95.8007,36.0,TX,KATY 6.8 SSE,,,,Cfa
85266,US1TXFB0032,29.7074,-95.9397,41.1,TX,FULSHEAR 2.7 WNW,,,,Cfa
85267,US1TXFB0040,29.5681,-95.6399,21.6,TX,SUGAR LAND 3.8 SSW,,,,Cfa
85268,US1TXFB0042,29.557,-95.74,24.1,TX,RICHMOND 2.3 SE,,,,Cfa
85269,US1TXFB0043,29.4883,-95.5087,18.3,TX,MISSOURI CITY 6.0 SSE,,,,Cfa
85270,US1TXFB0044,29.5571,-95.5227,22.9,TX,MISSOURI CITY 1.3 SE,,,,Cfa
85271,US1TXFB0051,29.6408,-95.739,25.9,TX,RICHMOND 4.4 NNE,,,,Cfa
85272,US1TXFB0053,29.7087,-95.7576,31.4,TX,KATY 7.3 SSE,,,,Cfa
85273,US1TXFB0054,29.5037,-95.5038,20.1,TX,MISSOURI CITY 5.1 SSE,,,,Cfa
85274,US1TXFB0055,29.559,-95.5794,20.1,TX,MISSOURI CITY 2.7 WSW,,,,Cfa
85275,US1TXFB0063,29.6511,-95.7473,27.1,TX,RICHMOND 4.9 NNE,,,,Cfa
85276,US1TXFB0070,29.5492,-95.5468,20.4,TX,MISSOURI CITY 1.7 SSW,,,,Cfa
85277,US1TXFB0073,29.6475,-95.7577,27.1,TX,RICHMOND 4.6 N,,,,Cfa
85278,US1TXFB0077,29.6152,-95.7429,29.6,TX,RICHMOND 2.7 NNE,,,,Cfa
85279,US1TXFD0001,33.9848,-99.5408,409.7,TX,CROWELL 10.5 E,,,,Cfa
85280,US1TXFL0001,34.1232,-101.4516,995.2,TX,LOCKNEY 0.6 W,,,,BSk
85281,US1TXFL0002,34.232,-101.276,972.6,TX,SOUTH PLAINS 2.0 ENE,,,,BSk
85282,US1TXFN0001,33.6709,-96.3333,169.2,TX,SAVOY 5.3 NNE,,,,Cfa
85283,US1TXFN0002,33.6542,-96.2237,198.1,TX,RAVENNA 1.7 SE,,,,Cfa
85284,US1TXFN0003,33.6378,-96.1408,178.9,TX,BONHAM 4.0 NE,,,,Cfa
85285,US1TXFN0005,33.6142,-96.0978,174.3,TX,DODD CITY 3.0 NNW,,,,Cfa
85286,US1TXFN0007,33.4342,-96.3197,225.6,TX,TRENTON 1.2 ENE,,,,Cfa
85287,US1TXFR0001,28.97,-99.2326,178.9,TX,PEARSALL 10.2 NW,,,,Cfa
85288,US1TXFR0002,28.9831,-99.1647,173.1,TX,PEARSALL 7.9 NNW,,,,Cfa
85289,US1TXFR0005,28.834,-98.9871,171.0,TX,PEARSALL 7.4 ESE,,,,Cfa
85290,US1TXFR0006,28.9327,-99.1699,167.9,TX,PEARSALL 5.6 WNW,,,,Cfa
85291,US1TXFR0007,29.0665,-98.8364,183.5,TX,BIGFOOT 1.4 NE,,,,Cfa
85292,US1TXFR0010,29.05,-99.389,206.0,TX,PEARSALL 21.1 WNW,,,,Cfa
85293,US1TXFR0012,28.6632,-99.1724,166.7,TX,DILLEY 0.4 SSW,,,,Cfa
85294,US1TXFR0013,28.8855,-99.1155,185.9,TX,PEARSALL 1.4 W,,,,Cfa
85295,US1TXFS0001,32.9424,-100.1641,540.1,TX,HAMLIN 4.1 NNW,,,,Cfa
85296,US1TXFS0002,32.7993,-100.231,565.7,TX,MCCAULLEY 1.8 NW,,,,Cfa
85297,US1TXFS0004,32.7195,-100.2512,565.7,TX,SYLVESTER 0.2 SE,,,,Cfa
85298,US1TXFS0006,32.845,-100.247,560.5,TX,HAMLIN 7.3 WSW,,,,Cfa
85299,US1TXFS0007,32.8494,-100.4643,593.4,TX,ROTAN 0.3 S,,,,Cfa
85300,US1TXFT0001,31.6334,-95.8063,80.8,TX,OAKWOOD 4.2 NE,,,,Cfa
85301,US1TXFY0001,29.9484,-97.0694,111.6,TX,SMITHVILLE 6.6 SE,,,,Cfa
85302,US1TXFY0002,30.0648,-96.6983,132.3,TX,ROUND TOP 0.2 W,,,,Cfa
85303,US1TXFY0003,30.008,-97.0052,101.2,TX,LA GRANGE 10.2 NW,,,,Cfa
85304,US1TXFY0008,29.8311,-97.1729,123.1,TX,FLATONIA 10.7 NNW,,,,Cfa
85305,US1TXFY0009,29.7217,-97.0686,129.2,TX,FLATONIA 3.3 NE,,,,Cfa
85306,US1TXFY0030,30.0194,-96.8514,119.8,TX,LA GRANGE 7.8 NNE,,,,Cfa
85307,US1TXFY0032,29.6824,-97.1116,145.7,TX,FLATONIA 0.4 SW,,,,Cfa
85308,US1TXFY0033,29.8965,-96.6866,128.0,TX,FAYETTEVILLE 1.0 SW,,,,Cfa
85309,US1TXFY0035,30.0158,-96.6215,128.0,TX,ROUND TOP 5.6 SE,,,,Cfa
85310,US1TXFY0036,29.8635,-96.9324,95.7,TX,LA GRANGE 4.5 SW,,,,Cfa
85311,US1TXFY0037,29.7731,-97.0165,128.9,TX,MULDOON 4.4 SE,,,,Cfa
85312,US1TXFY0038,29.6896,-96.9038,111.9,TX,SCHULENBURG 0.6 NNE,,,,Cfa
85313,US1TXFY0042,29.9006,-96.8007,93.9,TX,LA GRANGE 4.7 E,,,,Cfa
85314,US1TXFY0047,29.9533,-97.0277,88.7,TX,WEST POINT 0.8 NE,,,,Cfa
85315,US1TXFY0050,29.8224,-96.7873,73.5,TX,LA GRANGE 8.1 SE,,,,Cfa
85316,US1TXFY0052,29.9288,-96.8248,114.9,TX,LA GRANGE 3.5 ENE,,,,Cfa
85317,US1TXFY0053,29.8787,-96.9248,81.7,TX,LA GRANGE 3.5 SW,,,,Cfa
85318,US1TXFY0054,29.8487,-97.1777,120.7,TX,FLATONIA 11.9 NNW,,,,Cfa
85319,US1TXFY0055,29.9104,-96.8735,86.0,TX,LA GRANGE 0.3 ENE,,,,Cfa
85320,US1TXFY0056,29.7815,-96.9615,127.4,TX,SCHULENBURG 7.7 NNW,,,,Cfa
85321,US1TXGA0005,33.4204,-96.57,241.1,TX,VAN ALSTYNE 0.2 E,,,,Cfa
85322,US1TXGA0007,33.7608,-96.5514,238.7,TX,DENISON 0.8 ENE,,,,Cfa
85323,US1TXGA0008,33.6331,-96.5824,227.4,TX,SHERMAN 1.9 ENE,,,,Cfa
85324,US1TXGA0009,33.8183,-96.7826,215.2,TX,POTTSBORO 7.1 WNW,,,,Cfa
85325,US1TXGA0010,33.7293,-96.8505,214.3,TX,SADLER 3.2 N,,,,Cfa
85326,US1TXGA0011,33.4962,-96.5067,239.6,TX,WHITEWRIGHT 6.5 W,,,,Cfa
85327,US1TXGA0014,33.6397,-96.55,216.4,TX,SHERMAN 3.7 ENE,,,,Cfa
85328,US1TXGA0015,33.8364,-96.8817,210.3,TX,GORDONVILLE 3.3 NNW,,,,Cfa
85329,US1TXGA0016,33.7803,-96.6817,218.5,TX,POTTSBORO 0.8 NW,,,,Cfa
85330,US1TXGA0017,33.4477,-96.4723,210.9,TX,VAN ALSTYNE 6.2 ENE,,,,Cfa
85331,US1TXGA0019,33.6544,-96.6551,237.4,TX,SHERMAN 3.6 NW,,,,Cfa
85332,US1TXGA0020,33.5894,-96.6911,257.6,TX,SHERMAN 5.1 WSW,,,,Cfa
85333,US1TXGA0023,33.6203,-96.7658,222.8,TX,SOUTHMAYD 2.6 W,,,,Cfa
85334,US1TXGA0025,33.7066,-96.6245,243.2,TX,DENISON 4.9 SW,,,,Cfa
85335,US1TXGA0026,33.8459,-96.8304,214.0,TX,GORDONVILLE 3.6 NNE,,,,Cfa
85336,US1TXGA0027,33.5004,-96.6174,260.9,TX,HOWE 0.9 SSW,,,,Cfa
85337,US1TXGA0029,33.5903,-96.5256,222.2,TX,SHERMAN 5.2 ESE,,,,Cfa
85338,US1TXGA0030,33.561,-96.5649,237.7,TX,HOWE 4.3 NE,,,,Cfa
85339,US1TXGA0032,33.4126,-96.5744,240.8,TX,VAN ALSTYNE 0.5 S,,,,Cfa
85340,US1TXGA0034,33.6114,-96.4289,217.6,TX,BELLS 1.1 WSW,,,,Cfa
85341,US1TXGA0035,33.4974,-96.6166,260.6,TX,HOWE 1.1 S,,,,Cfa
85342,US1TXGA0036,33.4631,-96.9136,200.6,TX,TIOGA 0.7 SSE,,,,Cfa
85343,US1TXGA0037,33.7083,-96.401,165.8,TX,DENISON 9.9 ESE,,,,Cfa
85344,US1TXGA0038,33.6406,-96.6479,217.3,TX,SHERMAN 2.7 NW,,,,Cfa
85345,US1TXGA0039,33.8014,-96.8694,225.6,TX,GORDONVILLE 1.0 WNW,,,,Cfa
85346,US1TXGA0040,33.8791,-96.6327,197.5,TX,POTTSBORO 7.7 NNE,,,,Cfa
85347,US1TXGA0042,33.6247,-96.639,242.3,TX,SHERMAN 1.8 WNW,,,,Cfa
85348,US1TXGA0043,33.6409,-96.643,217.9,TX,SHERMAN 2.5 NW,,,,Cfa
85349,US1TXGA0044,33.7088,-96.787,198.1,TX,SADLER 3.8 ENE,,,,Cfa
85350,US1TXGA0047,33.6579,-96.9024,244.8,TX,WHITESBORO 0.1 SSE,,,,Cfa
85351,US1TXGD0001,28.8187,-97.2057,44.8,TX,VICTORIA 13.5 W,,,,Cfa
85352,US1TXGD0003,28.6496,-97.3585,42.1,TX,GOLIAD 2.4 SE,,,,Cfa
85353,US1TXGD0004,28.7424,-97.6155,79.9,TX,GOLIAD 14.5 WNW,,,,Cfa
85354,US1TXGD0005,28.6708,-97.3974,47.9,TX,GOLIAD 0.4 WNW,,,,Cfa
85355,US1TXGD0006,28.6728,-97.3966,61.3,TX,GOLIAD 0.4 NW,,,,Cfa
85356,US1TXGD0008,28.7103,-97.4399,65.8,TX,GOLIAD 4.1 NW,,,,Cfa
85357,US1TXGD0009,28.7574,-97.2589,53.6,TX,GOLIAD 10.1 NE,,,,Cfa
85358,US1TXGD0012,28.8349,-97.4077,82.6,TX,GOLIAD 11.5 N,,,,Cfa
85359,US1TXGD0015,28.8915,-97.3821,67.1,TX,WESER 1.9 NW,,,,Cfa
85360,US1TXGD0016,28.5825,-97.7006,102.4,TX,BEEVILLE 12.6 NNE,,,,Cfa
85361,US1TXGD0017,28.6677,-97.3918,53.3,TX,GOLIAD 0.1 S,,,,Cfa
85362,US1TXGD0018,28.723,-97.3014,46.9,TX,GOLIAD 6.6 NE,,,,Cfa
85363,US1TXGD0019,28.7757,-97.2588,52.7,TX,GOLIAD 10.9 NE,,,,Cfa
85364,US1TXGD0022,28.7068,-97.1918,36.0,TX,VICTORIA 15.0 WSW,,,,Cfa
85365,US1TXGD0024,28.6138,-97.6647,100.0,TX,BERCLAIR 7.3 NW,,,,Cfa
85366,US1TXGD0025,28.8641,-97.3311,65.8,TX,GOLIAD 14.3 NNE,,,,Cfa
85367,US1TXGD0027,28.7028,-97.4912,75.0,TX,GOLIAD 6.5 WNW,,,,Cfa
85368,US1TXGD0028,28.7644,-97.258,53.0,TX,GOLIAD 10.4 NE,,,,Cfa
85369,US1TXGD0031,28.7861,-97.4475,90.5,TX,GOLIAD 8.7 NNW,,,,Cfa
85370,US1TXGG0002,32.5108,-94.8068,117.0,TX,LONGVIEW 2.6 W,,,,Cfa
85371,US1TXGG0005,32.5578,-94.7274,125.0,TX,LONGVIEW 3.4 NE,,,,Cfa
85372,US1TXGG0007,32.5199,-94.7465,108.8,TX,LONGVIEW 0.9 E,,,,Cfa
85373,US1TXGG0008,32.5497,-94.788,118.6,TX,LONGVIEW 2.7 NW,,,,Cfa
85374,US1TXGG0010,32.4599,-94.9264,85.6,TX,GLADEWATER 5.8 S,,,,Cfa
85375,US1TXGG0014,32.4214,-94.8539,88.7,TX,KILGORE 2.5 NNE,,,,Cfa
85376,US1TXGG0015,32.5217,-94.7816,108.5,TX,LONGVIEW 1.2 WNW,,,,Cfa
85377,US1TXGL0001,31.8611,-101.4842,798.3,TX,GARDEN CITY 0.3 SW,,,,BSh
85378,US1TXGL0002,31.6518,-101.3443,817.2,TX,GARDEN CITY 16.7 SSE,,,,BSk
85379,US1TXGM0001,30.6754,-96.0912,89.3,TX,IOLA 6.8 SSW,,,,Cfa
85380,US1TXGM0003,30.76,-96.07,103.0,TX,IOLA 0.9 SSE,,,,Cfa
85381,US1TXGM0007,30.6348,-96.1423,76.5,TX,IOLA 10.4 SSW,,,,Cfa
85382,US1TXGM0008,30.4855,-95.9869,102.1,TX,ANDERSON 0.4 ESE,,,,Cfa
85383,US1TXGN0001,32.7165,-102.6647,1012.9,TX,SEMINOLE 0.7 W,,,,BSk
85384,US1TXGP0001,29.6655,-98.1179,213.1,TX,NEW BRAUNFELS 2.7 S,,,,Cfa
85385,US1TXGP0002,29.6239,-98.047,175.0,TX,MCQUEENEY 1.8 N,,,,Cfa
85386,US1TXGP0005,29.5721,-98.2584,218.2,TX,SCHERTZ 1.2 N,,,,Cfa
85387,US1TXGP0007,29.5435,-98.1573,194.5,TX,MARION 2.2 SSW,,,,Cfa
85388,US1TXGP0012,29.5317,-98.0015,177.7,TX,SEGUIN 3.8 SSW,,,,Cfa
85389,US1TXGP0013,29.5699,-97.9483,158.5,TX,SEGUIN 1.4 ESE,,,,Cfa
85390,US1TXGP0014,29.4062,-98.0116,185.3,TX,NEW BERLIN 6.7 SE,,,,Cfa
85391,US1TXGP0016,29.6403,-97.8273,176.5,TX,KINGSBURY 0.5 S,,,,Cfa
85392,US1TXGP0017,29.5646,-98.0855,196.0,TX,MCQUEENEY 3.4 SW,,,,Cfa
85393,US1TXGP0019,29.5548,-98.0592,185.3,TX,MCQUEENEY 3.1 SSW,,,,Cfa
85394,US1TXGP0021,29.5511,-98.0131,157.0,TX,SEGUIN 3.3 SW,,,,Cfa
85395,US1TXGP0022,29.5949,-97.9205,159.4,TX,SEGUIN 3.1 ENE,,,,Cfa
85396,US1TXGP0023,29.5746,-97.9377,159.4,TX,SEGUIN 1.9 E,,,,Cfa
85397,US1TXGP0024,29.6148,-98.2442,252.7,TX,CIBOLO 2.9 NNW,,,,Cfa
85398,US1TXGP0025,29.6388,-97.9184,173.1,TX,SEGUIN 5.1 NE,,,,Cfa
85399,US1TXGP0029,29.5856,-98.2554,232.6,TX,SCHERTZ 2.2 N,,,,Cfa
85400,US1TXGP0031,29.6717,-98.0987,189.6,TX,NEW BRAUNFELS 2.5 SSE,,,,Cfa
85401,US1TXGP0033,29.6267,-98.0444,171.3,TX,SEGUIN 5.6 NW,,,,Cfa
85402,US1TXGP0034,29.5996,-98.0355,161.2,TX,MCQUEENEY 0.5 ENE,,,,Cfa
85403,US1TXGP0036,29.656,-97.6555,108.5,TX,LULING 1.9 SSW,,,,Cfa
85404,US1TXGP0037,29.7306,-97.9254,148.4,TX,KINGSBURY 8.1 NW,,,,Cfa
85405,US1TXGP0039,29.8334,-97.9054,196.0,TX,SAN MARCOS 3.5 SSE,,,,Cfa
85406,US1TXGP0040,29.6118,-97.7622,166.4,TX,KINGSBURY 4.7 SE,,,,Cfa
85407,US1TXGP0041,29.5835,-98.2698,249.9,TX,SCHERTZ 2.0 NNW,,,,Cfa
85408,US1TXGP0042,29.5681,-97.9616,164.0,TX,SEGUIN 0.9 SSE,,,,Cfa
85409,US1TXGP0043,29.5772,-98.2766,238.7,TX,SCHERTZ 1.8 NNW,,,,Cfa
85410,US1TXGP0045,29.5178,-97.7868,131.4,TX,SEGUIN 11.7 ESE,,,,Cfa
85411,US1TXGP0048,29.5738,-97.9671,162.2,TX,SEGUIN 0.4 SSE,,,,Cfa
85412,US1TXGP0052,29.583,-98.218,235.0,TX,CIBOLO 1.1 NE,,,,Cfa
85413,US1TXGP0053,29.6649,-98.1244,213.4,TX,NEW BRAUNFELS 2.8 S,,,,Cfa
85414,US1TXGP0054,29.575,-97.9479,163.4,TX,SEGUIN 1.3 ESE (SEGUIN HIGH SC,,,,Cfa
85415,US1TXGP0056,29.5119,-97.9378,158.2,TX,SEGUIN 5.0 SSE,,,,Cfa
85416,US1TXGP0057,29.4865,-98.0147,167.9,TX,SEGUIN 7.0 SSW,,,,Cfa
85417,US1TXGP0058,29.6667,-97.8505,191.7,TX,KINGSBURY 1.9 NW,,,,Cfa
85418,US1TXGP0062,29.6716,-98.1154,220.7,TX,NEW BRAUNFELS 2.3 S,,,,Cfa
85419,US1TXGP0063,29.3875,-97.9769,191.4,TX,SEGUIN 13.3 S,,,,Cfa
85420,US1TXGP0064,29.6879,-97.9916,186.5,TX,SEGUIN 7.6 N,,,,Cfa
85421,US1TXGP0068,29.5995,-98.2594,263.3,TX,CIBOLO 2.4 NW,,,,Cfa
85422,US1TXGP0071,29.5952,-98.2793,250.9,TX,SCHERTZ 3.0 NNW,,,,Cfa
85423,US1TXGP0072,29.5734,-98.1389,197.5,TX,MARION 0.2 E,,,,Cfa
85424,US1TXGP0073,29.6177,-98.2375,259.1,TX,SCHERTZ 4.6 NNE,,,,Cfa
85425,US1TXGP0079,29.7939,-97.849,168.2,TX,STAPLES 1.2 NW,,,,Cfa
85426,US1TXGP0082,29.66,-98.108,198.4,TX,NEW BRAUNFELS 3.1 S,,,,Cfa
85427,US1TXGP0083,29.5934,-98.0423,171.6,TX,MCQUEENEY 0.3 S,,,,Cfa
85428,US1TXGP0084,29.52,-97.969,157.9,TX,SEGUIN 4.1 S,,,,Cfa
85429,US1TXGP0086,29.6073,-97.9472,172.2,TX,SEGUIN 2.3 NE,,,,Cfa
85430,US1TXGP0087,29.6225,-98.0383,173.1,TX,SEGUIN 5.1 NW,,,,Cfa
85431,US1TXGP0088,29.7879,-97.9589,200.6,TX,SAN MARCOS 6.6 SSW,,,,Cfa
85432,US1TXGP0091,29.5788,-98.239,225.9,TX,CIBOLO 0.5 NW,,,,Cfa
85433,US1TXGP0092,29.5831,-98.1414,204.2,TX,MARION 0.7 N,,,,Cfa
85434,US1TXGP0093,29.6766,-98.0325,195.7,TX,NEW BRAUNFELS 5.4 ESE,,,,Cfa
85435,US1TXGP0097,29.5308,-97.8789,136.2,TX,SEGUIN 6.4 ESE,,,,Cfa
85436,US1TXGP0099,29.5648,-97.9268,153.9,TX,SEGUIN 2.7 ESE,,,,Cfa
85437,US1TXGP0101,29.6293,-98.0834,180.4,TX,NEW BRAUNFELS 5.6 SSE,,,,Cfa
85438,US1TXGP0103,29.4379,-98.1081,172.2,TX,LA VERNIA 5.8 N,,,,Cfa
85439,US1TXGP0107,29.4838,-98.0803,180.7,TX,SEGUIN 9.4 SW,,,,Cfa
85440,US1TXGP0111,29.6189,-98.2472,257.3,TX,SCHERTZ 4.5 NNE,,,,Cfa
85441,US1TXGP0114,29.5722,-97.9632,164.0,TX,SEGUIN 0.6 SE,,,,Cfa
85442,US1TXGP0116,29.5037,-98.1642,186.5,TX,MARION 5.0 SSW,,,,Cfa
85443,US1TXGP0117,29.7778,-97.9414,196.9,TX,SAN MARCOS 7.1 S,,,,Cfa
85444,US1TXGP0118,29.6036,-98.2533,253.6,TX,CIBOLO 2.4 NNW,,,,Cfa
85445,US1TXGP0120,29.5775,-98.2767,244.1,TX,SCHERTZ 1.8 NNW,,,,Cfa
85446,US1TXGP0121,29.656,-97.7382,142.0,TX,KINGSBURY 5.4 E,,,,Cfa
85447,US1TXGP0123,29.5536,-97.9409,156.7,TX,SEGUIN 2.5 SE,,,,Cfa
85448,US1TXGP0124,29.5566,-98.022,162.5,TX,SEGUIN 3.6 WSW,,,,Cfa
85449,US1TXGP0126,29.6616,-98.1077,202.4,TX,NEW BRAUNFELS 3.0 S,,,,Cfa
85450,US1TXGP0127,29.6913,-97.988,188.7,TX,SEGUIN 7.8 N,,,,Cfa
85451,US1TXGP0129,29.5484,-97.8644,143.9,TX,SEGUIN 6.6 ESE,,,,Cfa
85452,US1TXGP0134,29.5008,-97.9502,160.0,TX,SEGUIN 5.6 SSE,,,,Cfa
85453,US1TXGP0135,29.5125,-98.0494,185.9,TX,SEGUIN 6.7 SW,,,,Cfa
85454,US1TXGP0138,29.6562,-98.1245,223.4,TX,NEW BRAUNFELS 3.3 S,,,,Cfa
85455,US1TXGP0139,29.6703,-98.0378,194.8,TX,NEW BRAUNFELS 5.3 ESE,,,,Cfa
85456,US1TXGP0142,29.5358,-98.0212,182.0,TX,SEGUIN 4.4 SW,,,,Cfa
85457,US1TXGP0143,29.5462,-97.8543,151.8,TX,SEGUIN 7.3 ESE,,,,Cfa
85458,US1TXGP0145,29.67,-98.0462,188.1,TX,NEW BRAUNFELS 4.9 ESE,,,,Cfa
85459,US1TXGP0148,29.6214,-97.9076,175.3,TX,SEGUIN 4.7 NE,,,,Cfa
85460,US1TXGR0002,33.0499,-101.1629,709.6,TX,JUSTICEBURG 2.4 ENE,,,,BSk
85461,US1TXGS0003,30.1781,-99.1533,613.0,TX,HARPER 10.1 SSE,,,,Cfa
85462,US1TXGS0006,30.1504,-99.145,622.1,TX,KERRVILLE 7.5 N,,,,Cfa
85463,US1TXGS0007,30.2798,-99.2417,627.0,TX,HARPER 1.4 S,,,,Cfa
85464,US1TXGS0008,30.149,-99.142,613.9,TX,KERRVILLE 7.4 N,,,,Cfa
85465,US1TXGS0009,30.2925,-98.8551,538.0,TX,FREDERICKSBURG 1.8 NE,,,,Cfa
85466,US1TXGS0010,30.1575,-99.0392,562.1,TX,KERRVILLE 9.9 NE,,,,Cfa
85467,US1TXGS0011,30.2968,-99.2273,605.3,TX,HARPER 1.3 SE,,,,Cfa
85468,US1TXGS0012,30.2682,-99.2925,657.1,TX,HARPER 3.7 SW,,,,Cfa
85469,US1TXGS0015,30.2375,-98.6258,432.8,TX,STONEWALL 2.3 ENE,,,,Cfa
85470,US1TXGS0016,30.3389,-99.0807,619.0,TX,FREDERICKSBURG 13.3 WNW,,,,Cfa
85471,US1TXGS0017,30.1576,-99.0478,595.9,TX,FREDERICKSBURG 13.1 SW,,,,Cfa
85472,US1TXGS0018,30.2617,-99.0766,617.8,TX,FREDERICKSBURG 12.2 W,,,,Cfa
85473,US1TXGS0020,30.2963,-99.2993,647.1,TX,HARPER 3.3 WSW,,,,Cfa
85474,US1TXGS0021,30.3921,-98.8565,634.0,TX,FREDERICKSBURG 8.5 N,,,,Cfa
85475,US1TXGS0022,30.2589,-98.8561,1502.7,TX,FREDERICKSBURG 1.3 SE,,,,Cfa
85476,US1TXGS0024,30.4007,-98.7022,520.6,TX,WILLOW CITY 0.1 W,,,,Cfa
85477,US1TXGS0025,30.4103,-98.773,580.9,TX,WILLOW CITY 4.3 W,,,,Cfa
85478,US1TXGS0026,30.3833,-98.7321,561.4,TX,FREDERICKSBURG 11.4 NE,,,,Cfa
85479,US1TXGS0028,30.4105,-98.7712,580.9,TX,WILLOW CITY 4.2 W,,,,Cfa
85480,US1TXGS0030,30.191,-98.87,535.2,TX,FREDERICKSBURG 5.5 S,,,,Cfa
85481,US1TXGS0031,30.2253,-99.0154,537.7,TX,FREDERICKSBURG 9.1 WSW,,,,Cfa
85482,US1TXGS0032,30.2433,-98.4437,538.0,TX,FREDERICKSBURG 12.4 NE,,,,Cfa
85483,US1TXGS0033,30.1567,-98.915,579.4,TX,FREDERICKSBURG 8.3 SSW,,,,Cfa
85484,US1TXGS0034,30.2593,-98.8629,510.2,TX,FREDERICKSBURG 1.0 SE,,,,Cfa
85485,US1TXGS0037,30.2657,-98.8777,533.4,TX,FREDERICKSBURG 0.5 SW,,,,Cfa
85486,US1TXGS0038,30.3783,-99.2497,642.8,TX,HARPER 5.4 N,,,,Cfa
85487,US1TXGS0039,30.3711,-99.2528,659.6,TX,HARPER 4.9 N,,,,Cfa
85488,US1TXGS0043,30.2831,-98.9491,546.8,TX,FREDERICKSBURG 4.7 W,,,,Cfa
85489,US1TXGS0045,30.2661,-98.7963,491.0,TX,FREDERICKSBURG 4.5 E,,,,Cfa
85490,US1TXGS0046,30.2266,-99.0164,537.1,TX,FREDERICKSBURG 9.1 WSW,,,,Cfa
85491,US1TXGS0047,30.2902,-98.945,531.3,TX,FREDERICKSBURG 4.6 WNW,,,,Cfa
85492,US1TXGS0049,30.3022,-99.0006,579.4,TX,FREDERICKSBURG 8.0 WNW,,,,Cfa
85493,US1TXGS0050,30.4445,-99.1301,527.6,TX,DOSS 0.0 E,,,,Cfa
85494,US1TXGS0051,30.2995,-98.7521,574.5,TX,FREDERICKSBURG 7.4 ENE,,,,Cfa
85495,US1TXGS0052,30.3566,-98.9408,613.9,TX,FREDERICKSBURG 7.2 NW,,,,Cfa
85496,US1TXGS0053,30.4392,-98.8158,521.8,TX,FREDERICKSBURG 12.1 NNE,,,,Cfa
85497,US1TXGS0055,30.31,-99.2562,631.5,TX,HARPER 1.0 NW,,,,Cfa
85498,US1TXGS0056,30.2229,-99.2976,660.8,TX,INGRAM 10.6 NNW,,,,Cfa
85499,US1TXGS0058,30.1392,-99.1575,593.4,TX,KERRVILLE 6.8 N,,,,Cfa
85500,US1TXGS0059,30.2243,-99.1364,608.4,TX,FREDERICKSBURG 16.1 WSW,,,,Cfa
85501,US1TXGS0061,30.2799,-98.9033,554.4,TX,FREDERICKSBURG 2.0 WNW,,,,Cfa
85502,US1TXGS0065,30.2603,-98.8737,523.0,TX,FREDERICKSBURG 0.7 S,,,,Cfa
85503,US1TXGS0068,30.3902,-99.1092,608.4,TX,FREDERICKSBURG 16.4 WNW,,,,Cfa
85504,US1TXGS0069,30.2646,-99.1656,600.5,TX,HARPER 5.3 ESE,,,,Cfa
85505,US1TXGS0070,30.3675,-98.7769,597.7,TX,FREDERICKSBURG 8.8 NE,,,,Cfa
85506,US1TXGS0071,30.1381,-99.1416,602.6,TX,KERRVILLE 6.7 N,,,,Cfa
85507,US1TXGS0072,30.1617,-99.1418,636.7,TX,KERRVILLE 8.3 N,,,,Cfa
85508,US1TXGV0001,29.4764,-95.0273,4.0,TX,DICKINSON 2.8 ENE,,,,Cfa
85509,US1TXGV0002,25.9663,-97.4836,9.1,TX,BROWNSVILLE 2.9 N,,,,Cfa
85510,US1TXGV0003,29.5158,-95.0499,7.9,TX,KEMAH 2.0 WSW,,,,Cfa
85511,US1TXGV0004,29.5033,-95.1085,7.0,TX,LEAGUE CITY 1.2 N,,,,Cfa
85512,US1TXGV0005,29.4867,-95.2072,11.9,TX,FRIENDSWOOD 1.9 SSW,,,,Cfa
85513,US1TXGV0006,29.323,-94.9349,6.1,TX,BAYOU VISTA 0.2 SE,,,,Cfa
85514,US1TXGV0007,29.456,-95.0891,4.9,TX,DICKINSON 1.4 W,,,,Cfa
85515,US1TXGV0009,29.4555,-95.0889,10.1,TX,DICKINSON 1.4 W,,,,Cfa
85516,US1TXGV0013,29.5068,-95.0557,11.0,TX,LEAGUE CITY 2.4 E,,,,Cfa
85517,US1TXGV0014,29.4843,-95.1482,7.6,TX,LEAGUE CITY 2.4 W,,,,Cfa
85518,US1TXGV0015,29.5057,-95.1242,5.8,TX,LEAGUE CITY 1.7 NW,,,,Cfa
85519,US1TXGV0016,29.4808,-95.138,7.6,TX,LEAGUE CITY 1.9 W,,,,Cfa
